age,gender,location,account_type,login_frequency,transaction_count,avg_transaction_amount,total_spent,customer_service_interaction_count,churn,registration_date_year,registration_date_month,registration_date_day
40,female,ellismouth,checking,25,323,771.12,249071.76,0,1,2021,6,23
28,female,garretttown,savings,10,492,449.74,221272.08,7,1,2023,1,12
35,female,east josephside,checking,16,462,308.3,142434.6,2,1,2022,5,24
57,female,vickiestad,checking,16,197,786.49,154938.53,5,0,2020,6,1
26,female,hensonmouth,loan,6,209,851.94,178055.46,9,0,2020,12,16
41,female,west melissamouth,savings,4,393,402.98,158371.14,4,0,2020,5,30
30,female,kevinside,loan,26,280,365.72,102401.6,8,1,2022,5,30
63,male,east jessicafurt,savings,4,97,297.32,28840.04,10,0,2023,7,22
23,male,matthewmouth,checking,30,261,279.31,72899.91,0,0,2023,3,8
59,female,new crystalton,savings,20,23,683.95,15730.85,5,1,2025,6,12
29,female,south kathleen,loan,9,262,911.63,238847.06,7,1,2025,1,9
61,female,east tristan,loan,16,224,946.09,211924.16,0,1,2022,11,5
52,female,north katherineview,checking,30,467,680.61,317844.87,0,1,2024,10,5
55,female,juliehaven,savings,22,362,789.12,285661.44,1,1,2025,5,23
27,female,south james,loan,2,255,440.78,112398.9,0,0,2023,8,1
27,female,south zachary,savings,25,392,137.54,53915.68,6,0,2021,6,13
25,female,silvatown,savings,5,57,598.13,34093.41,10,1,2025,2,20
42,female,franklinmouth,checking,7,283,566.15,160220.45,5,1,2023,6,1
49,male,north ronald,checking,3,361,125.27,45222.47,7,0,2021,1,28
29,female,shannonmouth,checking,18,490,13.41,6570.9,4,1,2022,9,8
59,female,new jamesland,savings,19,344,972.83,334653.52,5,1,2020,1,28
70,female,thomasport,savings,10,190,305.32,58010.8,7,1,2022,4,10
26,male,frenchchester,loan,15,67,504.4,33794.8,2,1,2023,12,19
42,female,lewisburgh,checking,28,171,601.89,102923.19,10,1,2022,9,18
23,female,amandaborough,savings,2,473,988.32,467475.36,0,1,2020,2,27
53,female,williamview,savings,3,434,606.98,263429.32,6,1,2024,12,2
47,female,carlystad,loan,4,475,622.07,295483.25,8,1,2025,3,15
37,female,thompsonland,loan,30,255,575.35,146714.25,8,0,2024,10,14
68,male,rojasburgh,checking,10,38,546.32,20760.16,5,1,2024,1,1
53,male,south danielfurt,savings,13,198,324.02,64155.96,6,1,2025,3,20
23,male,jensenhaven,savings,24,234,903.19,211346.46,0,0,2021,8,14
45,female,shaneville,checking,14,394,602.79,237499.26,3,1,2022,3,14
46,male,east maria,loan,18,235,531.74,124958.9,4,0,2023,2,19
38,female,west madison,savings,23,338,161.97,54745.86,3,0,2022,5,30
67,male,thomasstad,checking,25,235,680.39,159891.65,1,1,2022,2,16
58,male,port rebeccabury,loan,6,85,508.34,43208.9,10,1,2024,3,18
49,female,arellanomouth,savings,4,475,484.19,229990.25,8,0,2020,4,9
21,female,joelville,checking,29,298,523.98,156146.04,3,1,2020,9,9
63,male,lake ryan,checking,17,282,243.0,68526.0,1,1,2022,7,8
58,female,new laurieview,savings,21,161,371.84,59866.24,0,1,2020,7,9
42,female,aaronshire,savings,6,298,410.07,122200.86,6,0,2022,7,28
23,male,new meganberg,checking,21,20,99.54,1990.8,6,0,2020,4,10
29,male,south christophermouth,savings,1,140,856.84,119957.6,7,1,2023,10,19
36,male,east ashley,checking,3,175,367.36,64288.0,4,1,2022,11,3
20,female,new amymouth,checking,20,382,272.78,104201.96,4,1,2021,9,10
26,female,melodyville,savings,25,325,70.24,22828.0,9,1,2023,5,25
53,female,port anita,savings,1,55,699.17,38454.35,2,1,2022,10,28
50,female,east abigailfurt,savings,25,189,941.05,177858.45,9,0,2022,7,24
67,female,lamside,savings,29,336,673.78,226390.08,2,1,2020,3,6
68,female,nicolestad,checking,25,269,905.08,243466.52,1,0,2023,6,17
34,female,new stanleyfort,savings,24,159,288.09,45806.31,0,1,2022,9,11
68,female,ramosland,savings,3,299,486.21,145376.79,4,1,2024,11,4
30,female,jameschester,checking,25,452,340.24,153788.48,2,1,2022,7,20
60,female,lake duane,savings,19,310,246.13,76300.3,1,1,2024,11,20
28,male,west amber,savings,3,38,743.1,28237.8,0,0,2024,5,25
48,female,johnsontown,savings,5,80,991.5,79320.0,4,0,2024,8,4
21,female,millsside,savings,22,445,676.06,300846.7,1,1,2024,1,14
68,female,jaimebury,loan,12,252,78.0,19656.0,5,1,2022,3,22
49,female,lake joshuamouth,loan,18,72,189.06,13612.32,2,0,2022,1,1
56,female,hallview,savings,25,348,487.53,169660.44,7,0,2022,2,18
67,female,bowersshire,checking,14,230,347.42,79906.6,9,0,2022,8,14
37,female,kellyshire,loan,11,146,217.72,31787.12,10,0,2021,11,7
67,female,south scott,checking,16,119,54.73,6512.87,2,0,2024,6,3
31,male,north michaelside,savings,15,134,692.62,92811.08,1,1,2022,7,25
27,female,new jeffreyhaven,checking,15,83,810.5,67271.5,3,1,2022,9,7
45,female,west kylemouth,checking,24,431,250.13,107806.03,2,1,2020,8,3
70,male,morganbury,checking,26,284,79.8,22663.2,1,1,2024,7,9
48,female,olsonhaven,savings,9,172,774.93,133287.96,2,0,2020,5,9
32,male,east arielport,savings,9,377,304.73,114883.21,6,0,2023,11,25
67,female,south austinhaven,savings,11,212,571.71,121202.52,9,0,2023,5,9
47,female,lake jamesfort,savings,9,37,830.78,30738.86,6,0,2021,7,12
54,female,west jonathan,checking,8,21,650.48,13660.08,3,0,2024,10,16
38,female,perkinsberg,savings,4,79,785.24,62033.96,10,1,2023,11,10
41,female,north anthonychester,checking,29,289,962.91,278280.99,1,0,2022,9,13
56,male,south deanville,loan,23,34,683.37,23234.58,10,1,2025,6,3
26,female,west kathrynport,checking,16,272,512.43,139380.96,8,1,2025,2,10
65,male,new barbara,checking,7,476,284.76,135545.76,10,0,2024,8,19
35,female,lake caleb,savings,29,305,808.93,246723.65,7,1,2024,6,25
42,female,carolhaven,checking,2,203,273.63,55546.89,7,0,2023,9,29
39,female,oscarmouth,savings,10,201,470.03,94476.03,5,0,2023,2,18
19,female,new reneeview,loan,9,41,674.69,27662.29,6,0,2025,6,29
44,male,gregorymouth,checking,8,149,771.52,114956.48,9,0,2020,8,22
45,male,dominiquefurt,loan,17,350,170.15,59552.5,6,0,2025,4,24
64,male,danielfort,loan,7,102,738.3,75306.6,9,1,2022,11,29
45,male,tracybury,loan,28,122,511.21,62367.62,10,1,2023,8,13
54,female,browntown,savings,11,316,484.64,153146.24,5,1,2023,7,21
18,male,jackburgh,savings,26,447,171.7,76749.9,9,0,2022,1,12
54,male,south julieborough,savings,4,228,835.35,190459.8,10,1,2024,3,6
28,female,andreamouth,checking,15,418,201.35,84164.3,9,0,2022,3,4
51,female,west jessicaborough,savings,7,48,31.52,1512.96,2,1,2020,10,27
48,male,new peterburgh,checking,3,194,224.55,43562.7,5,1,2024,4,30
36,male,peterbury,savings,2,372,453.84,168828.48,9,0,2022,5,28
50,male,south elizabethbury,checking,17,238,344.87,82079.06,7,0,2022,3,11
34,female,port deanna,loan,13,436,190.75,83167.0,3,0,2023,1,28
30,male,davisberg,checking,7,123,456.67,56170.41,8,0,2022,5,14
68,female,cowanfort,savings,4,423,306.1,129480.3,9,0,2023,10,2
47,female,jeremyland,savings,28,456,408.5,186276.0,10,1,2021,9,15
57,female,west christopher,savings,22,470,941.14,442335.8,0,1,2020,4,12
32,male,east amandaburgh,loan,1,101,676.26,68302.26,10,1,2021,6,30
66,male,kevintown,savings,11,298,600.59,178975.82,10,1,2021,2,21
47,male,kellyside,loan,14,474,742.58,351982.92,7,1,2024,12,22
26,female,east josephshire,savings,8,296,161.67,47854.32,1,0,2021,7,21
44,female,joshuaburgh,savings,24,390,71.46,27869.4,1,0,2020,3,1
68,female,port eric,loan,11,13,949.21,12339.73,1,0,2022,9,4
40,male,south jessica,savings,17,102,729.58,74417.16,2,1,2024,12,11
30,female,danafurt,savings,9,401,611.58,245243.58,4,1,2024,9,4
30,female,matthewfurt,savings,17,499,406.4,202793.6,10,0,2022,12,6
49,female,danielbury,savings,8,493,986.72,486452.96,4,0,2023,2,6
66,male,pattersonshire,savings,27,19,258.21,4905.99,5,0,2021,9,22
53,male,lawrencemouth,loan,12,265,459.8,121847.0,4,0,2021,10,29
32,female,lake melvinhaven,loan,16,26,715.01,18590.26,7,0,2025,2,11
48,female,south brittney,savings,8,154,445.84,68659.36,6,0,2022,6,9
18,female,smithport,savings,2,270,341.27,92142.9,1,0,2025,5,12
48,female,lopezland,savings,29,415,729.51,302746.65,4,0,2021,12,8
58,female,lake thomaston,savings,21,232,98.75,22910.0,5,1,2021,3,15
64,female,summersstad,savings,19,28,646.19,18093.32,9,1,2020,7,18
38,female,south laura,checking,9,476,761.39,362421.64,4,0,2025,1,29
52,female,jeffreytown,savings,23,115,771.61,88735.15,3,0,2023,7,31
66,male,east theodore,savings,27,396,723.01,286311.96,3,1,2021,8,8
25,male,pacebury,savings,23,143,482.89,69053.27,6,1,2021,2,15
23,female,new joseph,loan,16,17,356.31,6057.27,1,1,2023,12,14
29,female,shawnburgh,savings,26,64,201.0,12864.0,4,1,2023,1,7
49,male,east ernest,loan,12,201,211.82,42575.82,8,1,2024,5,28
36,female,south billy,loan,23,154,953.75,146877.5,4,0,2022,12,11
54,female,natalieburgh,loan,28,87,210.57,18319.59,1,1,2022,12,28
53,male,north susanton,loan,13,417,43.71,18227.07,2,0,2023,6,11
22,female,south christopher,savings,11,74,478.82,35432.68,0,1,2023,9,21
22,female,lake stephenfort,savings,26,320,714.21,228547.2,7,1,2022,6,18
49,male,martinchester,savings,5,232,53.28,12360.96,2,1,2021,7,2
30,male,north james,loan,22,97,419.56,40697.32,2,0,2020,8,30
21,female,east amberville,savings,4,362,875.22,316829.64,2,1,2021,4,20
51,female,millerside,checking,23,103,926.3,95408.9,8,0,2024,7,9
58,female,kaylafurt,savings,10,442,669.02,295706.84,10,0,2023,12,19
36,male,west derekchester,savings,4,209,839.74,175505.66,10,1,2025,7,17
62,male,west haley,savings,26,328,94.77,31084.56,4,0,2021,4,15
35,male,annaton,savings,9,55,945.87,52022.85,0,0,2021,3,8
26,female,west craighaven,loan,8,459,308.65,141670.35,7,0,2023,2,17
33,female,thompsonmouth,loan,20,209,977.54,204305.86,5,1,2023,7,25
64,male,angelaborough,savings,7,224,606.77,135916.48,9,0,2022,3,26
39,female,stantonborough,savings,26,472,62.69,29589.68,2,0,2024,8,27
53,female,port nathanview,checking,10,404,610.31,246565.24,7,1,2020,5,13
38,female,lake kimberly,savings,21,195,889.26,173405.7,7,1,2024,3,18
67,female,lake christinachester,savings,7,316,371.42,117368.72,7,1,2024,11,22
31,female,timothystad,checking,22,38,745.81,28340.78,3,0,2021,12,24
41,female,josephport,loan,30,288,456.6,131500.8,5,1,2023,3,27
21,male,port ruben,loan,7,124,76.26,9456.24,7,0,2025,5,21
66,female,north christopherbury,savings,9,352,378.37,133186.24,2,0,2024,2,15
22,male,south markport,savings,26,31,480.83,14905.73,3,1,2025,1,17
46,female,kyleshire,savings,19,21,569.49,11959.29,10,0,2021,9,1
18,female,johnsontown,savings,29,227,194.38,44124.26,3,1,2025,6,8
35,female,north jorge,checking,28,385,687.63,264737.55,10,0,2023,12,11
25,female,robinsonchester,loan,3,385,492.86,189751.1,8,0,2021,2,28
22,female,east jamiemouth,savings,8,198,563.65,111602.7,7,0,2022,6,2
31,female,south maryville,loan,8,126,517.98,65265.48,5,0,2020,10,5
52,female,julianberg,checking,5,166,733.56,121770.96,7,1,2022,10,9
46,female,schneiderberg,checking,6,121,966.57,116954.97,10,0,2023,3,14
28,female,south walter,savings,2,118,287.52,33927.36,3,0,2024,6,9
23,female,east james,savings,11,289,376.72,108872.08,3,1,2023,12,2
34,male,lake dianashire,savings,26,89,533.29,47462.81,4,1,2023,11,4
60,female,jonesberg,savings,24,494,201.76,99669.44,4,0,2022,4,16
57,male,west amy,savings,28,481,266.39,128133.59,5,0,2025,6,6
45,female,lopezton,checking,19,221,353.23,78063.83,0,0,2020,1,15
63,male,hortonmouth,loan,13,169,801.6,135470.4,4,0,2024,7,21
36,male,gregoryshire,checking,2,12,316.7,3800.4,0,1,2024,5,31
64,female,north nicholefurt,checking,26,406,212.82,86404.92,10,0,2024,3,29
18,female,west timothymouth,loan,8,91,635.24,57806.84,4,0,2020,5,10
26,female,spencerstad,savings,27,422,367.11,154920.42,3,1,2023,7,16
62,female,lake erin,savings,25,79,964.01,76156.79,10,1,2023,10,17
21,female,north peterborough,savings,27,169,471.63,79705.47,8,0,2024,2,1
36,male,benjaminfurt,checking,18,67,766.05,51325.35,7,1,2020,8,16
54,male,east christopherfurt,loan,19,404,330.58,133554.32,1,1,2022,5,9
33,female,nicoleborough,checking,15,448,686.87,307717.76,7,0,2024,1,5
25,female,lake trevorborough,savings,12,274,170.03,46588.22,4,1,2022,8,2
62,male,north andrewport,savings,19,224,953.19,213514.56,0,1,2021,11,2
28,female,lake michaelstad,checking,16,281,216.25,60766.25,10,0,2022,4,3
63,female,donaldburgh,loan,8,430,826.71,355485.3,1,1,2025,5,14
22,female,melissaside,savings,16,82,47.7,3911.4,6,0,2025,6,3
18,female,phillipschester,savings,1,382,777.69,297077.58,8,0,2021,1,29
67,female,westburgh,savings,4,354,72.68,25728.72,2,0,2025,4,16
36,male,jeffreyburgh,checking,1,130,216.39,28130.7,9,1,2023,2,4
30,male,brownview,savings,22,247,413.3,102085.1,8,1,2025,5,29
34,female,bryanmouth,savings,18,428,569.76,243857.28,10,1,2021,2,16
45,female,new ashley,savings,25,482,321.7,155059.4,7,1,2020,4,25
34,male,sullivantown,savings,3,308,774.1,238422.8,10,0,2021,3,19
40,female,larsonmouth,checking,20,69,140.72,9709.68,1,1,2023,7,10
60,female,kimview,savings,18,362,69.16,25035.92,10,0,2023,11,22
48,female,west christopherview,loan,29,66,878.61,57988.26,10,0,2025,6,8
64,female,fitzgeraldview,checking,4,290,196.9,57101.0,3,0,2022,5,19
60,female,lake valeriechester,loan,30,355,552.43,196112.65,6,1,2023,1,26
46,male,new brent,savings,7,290,361.66,104881.4,9,0,2024,11,24
46,female,danielside,loan,13,86,248.3,21353.8,0,0,2020,7,24
52,male,lake stephenchester,savings,6,62,598.87,37129.94,7,1,2021,7,21
27,female,sandyton,savings,24,493,474.0,233682.0,0,1,2021,4,9
30,female,durhamville,savings,11,53,101.47,5377.91,9,1,2022,5,24
47,male,south gregorybury,loan,24,433,489.78,212074.74,9,0,2023,8,3
47,female,mcguiremouth,loan,11,164,798.64,130976.96,1,1,2021,4,10
46,female,johnsonborough,savings,8,439,995.07,436835.73,2,0,2021,4,16
29,female,garciashire,savings,26,39,756.7,29511.3,10,1,2020,6,13
38,female,collinsborough,loan,15,143,504.06,72080.58,3,1,2023,4,14
32,male,vasquezfurt,checking,11,74,708.24,52409.76,3,1,2024,3,17
49,female,lake bradleymouth,savings,2,455,606.78,276084.9,4,1,2023,2,3
55,female,kimberg,savings,13,371,485.43,180094.53,8,1,2021,9,30
41,female,north robert,checking,12,496,138.0,68448.0,5,0,2024,11,12
54,female,port amanda,savings,27,482,841.76,405728.32,5,1,2022,12,15
66,male,websterhaven,savings,15,250,794.73,198682.5,4,0,2022,7,12
40,male,south elizabeth,savings,11,52,621.17,32300.84,7,1,2021,7,21
29,female,cassidystad,savings,14,127,796.17,101113.59,5,1,2023,12,12
58,male,nicholsmouth,loan,9,146,758.91,110800.86,9,1,2021,8,8
30,male,west michaelville,savings,14,395,844.94,333751.3,5,0,2021,11,6
20,female,new linda,loan,25,54,919.35,49644.9,5,0,2021,8,28
67,female,south john,savings,2,61,376.91,22991.51,7,0,2023,7,27
47,male,nicholsonview,savings,27,121,691.75,83701.75,9,0,2024,2,25
26,male,east robert,savings,16,303,633.09,191826.27,5,0,2025,2,18
60,female,hermanchester,savings,30,343,490.3,168172.9,0,1,2020,2,9
39,female,andersonmouth,checking,26,110,631.37,69450.7,6,1,2024,3,24
38,female,west michael,loan,2,472,297.46,140401.12,3,0,2023,2,8
38,female,lopezland,savings,1,488,870.44,424774.72,5,0,2020,3,19
24,female,clarkmouth,savings,13,50,194.64,9732.0,5,0,2021,12,2
23,female,port andrewmouth,savings,26,41,64.13,2629.33,1,1,2022,3,4
49,female,meganview,savings,7,98,854.13,83704.74,9,0,2022,2,16
62,female,clarkville,savings,19,200,322.06,64412.0,4,1,2021,11,28
68,female,perryfort,savings,20,451,914.27,412335.77,10,1,2023,1,18
45,female,duncanland,savings,1,160,241.71,38673.6,7,0,2020,8,1
51,female,susanview,savings,2,445,271.87,120982.15,5,1,2022,10,2
48,female,monicaview,loan,21,84,707.4,59421.6,4,1,2022,1,1
45,female,carolynland,savings,29,414,516.35,213768.9,5,0,2024,7,9
59,female,east mason,loan,7,475,398.98,189515.5,0,0,2025,3,16
63,female,port kyle,savings,28,382,950.06,362922.92,0,0,2020,1,24
44,male,lopezchester,checking,5,278,846.51,235329.78,1,0,2023,8,11
50,female,new bridgetfurt,savings,18,36,775.02,27900.72,2,0,2025,7,12
28,female,richardsville,savings,7,306,384.87,117770.22,8,0,2024,5,28
50,female,hoganshire,loan,12,35,694.7,24314.5,9,0,2023,12,14
44,female,bradside,savings,7,120,547.11,65653.2,4,0,2020,5,12
22,female,east christopher,savings,24,180,446.21,80317.8,5,1,2025,3,15
24,male,deborahstad,savings,18,274,422.34,115721.16,5,1,2025,7,7
22,male,joyceland,loan,7,319,692.33,220853.27,0,1,2021,5,22
48,female,powersborough,loan,25,158,443.63,70093.54,0,1,2025,4,29
67,female,lawrencemouth,loan,24,261,312.58,81583.38,6,0,2021,10,8
62,male,new donald,loan,3,495,518.14,256479.3,9,0,2025,2,22
70,female,west larry,loan,17,280,872.39,244269.2,3,0,2025,6,21
58,female,port emilyton,checking,20,350,739.24,258734.0,9,0,2022,6,7
55,female,amyshire,loan,25,37,630.19,23317.03,4,1,2023,12,9
19,female,west valerie,savings,11,333,654.03,217791.99,0,0,2025,1,3
25,female,south tiffanytown,loan,13,91,128.67,11708.97,1,0,2021,1,13
58,male,vickieborough,savings,30,451,399.41,180133.91,0,0,2022,9,1
58,female,east julie,loan,26,258,829.03,213889.74,4,0,2021,7,23
52,female,north paulview,savings,30,163,111.86,18233.18,9,1,2025,7,16
21,female,candiceland,checking,11,161,601.58,96854.38,9,1,2024,5,27
50,male,andrewshire,savings,13,115,605.07,69583.05,3,1,2021,12,29
28,female,lake mackenzie,savings,19,488,295.01,143964.88,0,0,2023,6,12
49,female,north beverly,loan,20,137,420.6,57622.2,4,0,2021,8,27
69,female,new meganchester,loan,5,381,658.62,250934.22,9,0,2025,6,17
59,male,amandaside,savings,28,434,308.94,134079.96,7,0,2022,11,2
40,female,linfort,savings,16,235,28.89,6789.15,8,1,2022,9,17
47,female,sharonberg,savings,27,30,949.25,28477.5,0,1,2025,6,4
62,female,lake jake,checking,30,82,281.31,23067.42,2,0,2020,11,13
51,male,tomland,loan,28,271,47.88,12975.48,8,0,2022,10,14
48,female,thomasville,checking,17,137,393.7,53936.9,7,0,2025,6,15
66,female,laurenborough,loan,18,418,224.75,93945.5,1,0,2025,2,17
35,female,port charlesfurt,loan,23,429,206.89,88755.81,1,0,2020,2,13
19,female,west williamchester,loan,20,482,899.83,433718.06,6,0,2021,11,8
55,female,lake thomas,loan,17,114,566.57,64588.98,3,0,2020,1,24
44,male,jenniferside,savings,29,252,453.69,114329.88,6,0,2023,7,14
44,female,west andrewmouth,loan,26,463,735.79,340670.77,6,0,2025,3,18
68,female,west karenshire,savings,9,439,765.59,336094.01,0,0,2020,12,25
29,female,new michelle,savings,24,164,824.05,135144.2,8,0,2020,11,19
67,female,east williamstad,checking,22,411,70.39,28930.29,4,0,2023,9,19
28,female,lake edward,savings,5,159,811.02,128952.18,5,1,2023,2,13
38,male,chasefurt,savings,21,300,661.36,198408.0,5,1,2024,9,22
45,male,jenniferfort,savings,17,498,218.29,108708.42,1,0,2021,1,23
42,male,hendrixville,loan,3,133,760.11,101094.63,5,1,2021,12,10
70,male,everettstad,loan,26,364,286.47,104275.08,2,0,2020,7,18
49,female,taylorbury,loan,27,119,269.29,32045.51,5,1,2025,4,17
47,female,nicoleville,loan,3,385,602.93,232128.05,7,0,2023,4,3
35,female,lawrencefort,savings,9,457,64.99,29700.43,5,1,2021,10,1
59,female,east elijah,savings,11,349,825.36,288050.64,4,0,2020,8,31
27,female,north mary,savings,11,189,215.34,40699.26,5,0,2023,8,13
44,male,riosmouth,loan,27,29,268.07,7774.03,7,0,2023,1,16
21,female,simsport,loan,4,286,724.54,207218.44,0,0,2022,1,2
67,female,west leslieland,savings,2,146,246.44,35980.24,4,0,2024,2,15
60,female,port paul,checking,5,216,835.59,180487.44,2,0,2023,3,1
69,female,west preston,savings,27,98,146.27,14334.46,8,0,2024,8,13
47,female,port nicoleland,checking,14,89,702.35,62509.15,6,0,2022,5,28
18,female,deckermouth,savings,17,447,87.07,38920.29,3,1,2024,8,22
61,female,madisonberg,savings,16,416,794.76,330620.16,7,0,2021,3,24
60,male,new johnny,loan,30,297,748.01,222158.97,3,1,2022,7,19
60,female,east benjamin,savings,5,447,425.26,190091.22,0,1,2025,3,6
47,female,ronaldport,checking,22,82,220.97,18119.54,5,1,2022,8,10
67,male,jenniferfort,checking,24,236,957.41,225948.76,5,1,2023,9,3
32,male,south brandon,savings,13,134,207.56,27813.04,2,1,2024,10,24
60,female,joshualand,savings,22,206,550.04,113308.24,6,0,2023,7,2
27,male,lake laura,loan,9,117,667.63,78112.71,4,1,2024,2,16
35,female,port stacie,savings,24,399,63.0,25137.0,0,0,2022,10,16
24,female,morristown,checking,6,428,903.42,386663.76,4,1,2021,2,8
33,female,brandyview,savings,25,258,375.58,96899.64,6,1,2020,12,22
60,male,port johnny,checking,5,396,867.18,343403.28,3,1,2020,5,6
38,female,north natashashire,savings,20,250,218.81,54702.5,0,1,2024,1,13
31,female,hurleyshire,loan,7,255,13.21,3368.55,1,1,2024,1,20
34,female,tinaburgh,savings,14,162,863.64,139909.68,6,1,2020,11,1
21,male,port williamside,savings,10,109,570.56,62191.04,5,0,2022,12,12
